applicant_id,score
"1664","9.46"
"1665","6.39"
"1666","0.73"
"1667","5.32"
"1668","6.44"
"1669","7.03"
"1670","0.91"
"1671","4.24"
"1672","0.08"
"1673","3.07"
"1674","5.04"
"1675","9.7"
"1676","7.14"
"1677","5.0"
"1678","3.56"
"1679","5.91"
"1680","6.52"
"1681","4.38"
"1682","6.81"
"1683","9.7"
"1684","1.24"
"1685","7.19"
"1686","7.56"
"1687","8.64"
"1688","5.48"
"1689","5.4"
"1690","6.28"
"1691","0.24"
"1692","4.11"
"1693","8.08"
"1694","7.22"
"1695","2.3"
"1696","8.89"
"1697","4.61"
"1698","4.77"
"1699","9.36"
"1700","5.83"
"1701","3.37"
"1702","8.33"
"1703","7.25"
"1704","7.92"
"1705","0.33"
"1706","2.46"
"1707","7.1"
"1708","5.75"
"1709","2.6"
"1710","5.43"
"1711","1.86"
"1712","0.05"
"1713","3.22"
"1714","1.86"
"1715","5.83"
"1716","8.31"
"1717","1.5"
"1718","9.37"
"1719","1.12"
"1720","0.97"
"1721","2.26"
"1722","6.44"
"1723","5.78"
"1724","4.68"
"1725","7.34"
"1726","4.32"
"1727","5.92"
"1728","7.22"
"1729","7.55"
"1730","8.24"
"1731","3.67"
"1732","9.97"
"1733","2.31"
"1734","2.97"
"1735","9.82"
"1736","5.52"
"1737","6.38"
"1738","4.59"
"1739","7.54"
"1740","5.02"
"1741","3.19"
"1742","1.8"
"1743","2.65"
"1744","0.57"
"1745","9.91"
"1746","5.23"
"1747","0.46"
"1748","4.6"
"1749","6.15"
"1750","9.55"
"1751","9.72"
"1752","9.78"
"1753","5.08"
"1754","6.54"
"1755","4.83"
"1756","5.36"
"1757","4.71"
"1758","2.0"
"1759","8.45"
"1760","0.41"
"1761","5.62"
"1762","7.24"
"1763","0.84"
"1764","6.99"
"1765","8.63"
"1766","5.6"
"1767","8.46"
"1768","5.73"
"1769","4.8"
"1770","0.65"
"1771","9.95"
"1772","9.23"
"1773","8.36"
"1774","3.02"
"1775","1.25"
"1776","0.36"
"1777","9.77"
"1778","3.98"
"1779","5.08"
"1780","4.77"
"1781","5.29"
"1782","5.6"
"1783","2.43"
"1784","2.49"
"1785","6.72"
"1786","3.37"
"1787","1.49"
"1788","9.41"
"1789","2.79"
"1790","9.33"
"1791","3.26"
"1792","7.21"
"1793","2.85"
"1794","5.61"
"1795","6.87"
"1796","4.92"
"1797","9.23"
"1798","1.48"
"1799","3.42"
"1800","7.3"
"1801","1.48"
"1802","1.7"
"1803","4.87"
"1804","4.61"
"1805","6.48"
"1806","3.46"
"1807","1.83"
"1808","9.65"
"1809","1.31"
"1810","2.72"
"1811","1.47"
"1812","2.26"
"1813","8.09"
"1814","7.83"
"1815","0.16"
"1816","5.83"
"1817","0.92"
"1818","1.55"
"1819","4.04"
"1820","4.85"
"1821","9.13"
"1822","6.83"
"1823","3.22"
"1824","5.84"
"1825","8.67"
"1826","1.8"
"1827","0.82"
"1828","2.6"
"1829","4.95"
"1830","5.26"
"1831","6.81"
"1832","6.08"
"1833","3.03"
"1834","9.03"
"1835","9.8"
"1836","3.06"
"1837","2.52"
"1838","0.15"
"1839","0.99"
"1840","4.24"
"1841","7.99"
"1842","9.06"
"1843","8.94"
"1844","1.87"
"1845","1.58"
"1846","3.57"
"1847","7.58"
"1848","9.93"
"1849","0.6"
"1850","8.0"
"1851","7.8"
"1852","7.82"
"1853","3.33"
"1854","2.65"
"1855","2.82"
"1856","0.19"
"1857","7.4"
"1858","2.27"
"1859","6.77"
"1860","9.6"
"1861","6.51"
"1862","9.67"
"1863","5.52"
"1864","1.31"
"1865","8.41"
"1866","7.19"
"1867","9.96"
"1868","6.84"
"1869","3.55"
"1870","4.21"
"1871","6.54"
"1872","7.54"
"1873","4.97"
"1874","7.09"
"1875","5.24"
"1876","4.26"
"1877","8.04"
"1878","6.07"
"1879","0.01"
"1880","6.21"
"1881","1.54"
"1882","1.85"
"1883","7.35"
"1884","1.61"
"1885","1.13"
"1886","5.05"
"1887","5.19"
"1888","1.03"
"1889","3.89"
"1890","3.35"
"1891","3.63"
"1892","8.65"
"1893","2.86"
"1894","0.09"
"1895","5.42"
"1896","3.22"
"1897","6.87"
"1898","0.13"
"1899","0.52"
"1900","9.8"
"1901","9.36"
"1902","6.95"
"1903","5.56"
"1904","2.35"
"1905","8.98"
"1906","7.09"
"1907","1.12"
"1908","0.1"
"1909","0.34"
"1910","2.89"
"1911","7.94"
"1912","9.74"
"1913","4.09"
"1914","0.83"
"1915","4.5"
"1916","3.81"
"1917","5.67"
"1918","3.64"
"1919","2.64"
"1920","4.31"
"1921","3.99"
"1922","1.43"
"1923","3.6"
"1924","3.71"
"1925","4.72"
"1926","5.3"
"1927","5.41"
"1928","8.61"
"1929","8.29"
"1930","3.29"
"1931","4.53"
"1932","8.87"
"1933","9.14"
"1934","0.11"
"1935","7.5"
"1936","4.92"
"1937","8.63"
"1938","4.9"
"1939","9.07"
"1940","0.47"
"1941","1.04"
"1942","0.79"
"1943","8.81"
"1944","1.94"
"1945","9.41"
"1946","8.96"
"1947","0.27"
"1948","6.84"
"1949","7.06"
"1950","7.74"
"1951","5.08"
"1952","4.55"
"1953","0.71"
"1954","5.43"
"1955","1.3"
"1956","6.68"
"1957","1.49"
"1958","0.88"
"1959","9.6"
"1960","0.08"
"1961","1.46"
"1962","6.83"
"1963","9.2"
"1964","3.65"
"1965","9.57"
"1966","2.03"
"1967","5.18"
"1968","6.23"
"1969","9.53"
"1970","3.19"
"1971","3.74"
"1972","4.98"
"1973","5.03"
"1974","5.31"
"1975","7.15"
"1976","7.43"
"1977","3.06"
"1978","0.27"
"1979","1.4"
"1980","3.57"
"1981","7.9"
"1982","7.8"
"1983","6.55"
"1984","7.82"
"1985","6.47"
"1986","4.87"
"1987","6.19"
"1988","4.15"
"1989","1.27"
"1990","7.24"
"1991","6.98"
"1992","6.41"
"1993","0.0"
"1994","3.65"
"1995","1.38"
"1996","2.19"
"1997","8.75"
"1998","6.5"
"1999","4.52"
